accuracy,loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.47551020979881287,1.251421332359314,1769183725,,False,1,ec075_00001,2026-01-23_19-55-25,1.1624138355255127,1.1624138355255127,96701,pop-os,192.168.0.178,1.1624138355255127,1
0.5204081535339355,1.1273702383041382,1769183725,,False,2,ec075_00001,2026-01-23_19-55-25,0.14879870414733887,1.3112125396728516,96701,pop-os,192.168.0.178,1.3112125396728516,2
0.5295918583869934,1.0846213102340698,1769183725,,False,3,ec075_00001,2026-01-23_19-55-25,0.08610081672668457,1.3973133563995361,96701,pop-os,192.168.0.178,1.3973133563995361,3
0.5489795804023743,1.0802600383758545,1769183726,,False,4,ec075_00001,2026-01-23_19-55-26,0.05660057067871094,1.453913927078247,96701,pop-os,192.168.0.178,1.453913927078247,4
0.5326530337333679,1.0567516088485718,1769183726,,False,5,ec075_00001,2026-01-23_19-55-26,0.058095693588256836,1.512009620666504,96701,pop-os,192.168.0.178,1.512009620666504,5
0.5469387769699097,1.0518265962600708,1769183726,,False,6,ec075_00001,2026-01-23_19-55-26,0.055075883865356445,1.5670855045318604,96701,pop-os,192.168.0.178,1.5670855045318604,6
0.5571428537368774,1.0469123125076294,1769183726,,False,7,ec075_00001,2026-01-23_19-55-26,0.14709782600402832,1.7141833305358887,96701,pop-os,192.168.0.178,1.7141833305358887,7
0.5622448921203613,1.03896963596344,1769183726,,False,8,ec075_00001,2026-01-23_19-55-26,0.15227317810058594,1.8664565086364746,96701,pop-os,192.168.0.178,1.8664565086364746,8
0.5602040886878967,1.0506677627563477,1769183726,,False,9,ec075_00001,2026-01-23_19-55-26,0.13390469551086426,2.000361204147339,96701,pop-os,192.168.0.178,2.000361204147339,9
0.5622448921203613,1.0441993474960327,1769183726,,False,10,ec075_00001,2026-01-23_19-55-26,0.14256525039672852,2.1429264545440674,96701,pop-os,192.168.0.178,2.1429264545440674,10
0.5561224222183228,1.0412976741790771,1769183726,,False,11,ec075_00001,2026-01-23_19-55-26,0.14383268356323242,2.2867591381073,96701,pop-os,192.168.0.178,2.2867591381073,11
0.5602040886878967,1.0310508012771606,1769183727,,False,12,ec075_00001,2026-01-23_19-55-27,0.1441504955291748,2.4309096336364746,96701,pop-os,192.168.0.178,2.4309096336364746,12
0.5683673620223999,1.036568522453308,1769183727,,False,13,ec075_00001,2026-01-23_19-55-27,0.14090943336486816,2.5718190670013428,96701,pop-os,192.168.0.178,2.5718190670013428,13
0.5622448921203613,1.0319223403930664,1769183727,,False,14,ec075_00001,2026-01-23_19-55-27,0.1493546962738037,2.7211737632751465,96701,pop-os,192.168.0.178,2.7211737632751465,14
0.5642856955528259,1.0395429134368896,1769183727,,False,15,ec075_00001,2026-01-23_19-55-27,0.14667367935180664,2.867847442626953,96701,pop-os,192.168.0.178,2.867847442626953,15
0.5448979735374451,1.0470308065414429,1769183727,,False,16,ec075_00001,2026-01-23_19-55-27,0.14882111549377441,3.0166685581207275,96701,pop-os,192.168.0.178,3.0166685581207275,16
0.559183657169342,1.0482815504074097,1769183727,,False,17,ec075_00001,2026-01-23_19-55-27,0.14484715461730957,3.161515712738037,96701,pop-os,192.168.0.178,3.161515712738037,17
0.5704081654548645,1.0300480127334595,1769183727,,False,18,ec075_00001,2026-01-23_19-55-27,0.14662528038024902,3.308140993118286,96701,pop-os,192.168.0.178,3.308140993118286,18
0.5612244606018066,1.0569143295288086,1769183728,,False,19,ec075_00001,2026-01-23_19-55-28,0.14588356018066406,3.45402455329895,96701,pop-os,192.168.0.178,3.45402455329895,19
0.5673469305038452,1.0366346836090088,1769183728,,False,20,ec075_00001,2026-01-23_19-55-28,0.14829015731811523,3.6023147106170654,96701,pop-os,192.168.0.178,3.6023147106170654,20
0.5673469305038452,1.039784550666809,1769183728,,False,21,ec075_00001,2026-01-23_19-55-28,0.14647722244262695,3.7487919330596924,96701,pop-os,192.168.0.178,3.7487919330596924,21
0.5714285969734192,1.038528561592102,1769183728,,False,22,ec075_00001,2026-01-23_19-55-28,0.14811301231384277,3.896904945373535,96701,pop-os,192.168.0.178,3.896904945373535,22
0.559183657169342,1.0399552583694458,1769183728,,False,23,ec075_00001,2026-01-23_19-55-28,0.14730381965637207,4.044208765029907,96701,pop-os,192.168.0.178,4.044208765029907,23
0.5765306353569031,1.026630163192749,1769183728,,False,24,ec075_00001,2026-01-23_19-55-28,0.1459798812866211,4.190188646316528,96701,pop-os,192.168.0.178,4.190188646316528,24
0.5520408153533936,1.0523725748062134,1769183728,,False,25,ec075_00001,2026-01-23_19-55-28,0.05511665344238281,4.245305299758911,96701,pop-os,192.168.0.178,4.245305299758911,25
0.5571428537368774,1.0479798316955566,1769183728,,False,26,ec075_00001,2026-01-23_19-55-28,0.055581092834472656,4.300886392593384,96701,pop-os,192.168.0.178,4.300886392593384,26
0.559183657169342,1.0398575067520142,1769183728,,False,27,ec075_00001,2026-01-23_19-55-28,0.055304765701293945,4.356191158294678,96701,pop-os,192.168.0.178,4.356191158294678,27
0.550000011920929,1.0692116022109985,1769183729,,False,28,ec075_00001,2026-01-23_19-55-29,0.05566000938415527,4.411851167678833,96701,pop-os,192.168.0.178,4.411851167678833,28
0.5642856955528259,1.0488301515579224,1769183729,,False,29,ec075_00001,2026-01-23_19-55-29,0.054482221603393555,4.466333389282227,96701,pop-os,192.168.0.178,4.466333389282227,29
0.5581632852554321,1.047634482383728,1769183729,,False,30,ec075_00001,2026-01-23_19-55-29,0.053829193115234375,4.520162582397461,96701,pop-os,192.168.0.178,4.520162582397461,30
0.5520408153533936,1.0780755281448364,1769183729,,False,31,ec075_00001,2026-01-23_19-55-29,0.05353569984436035,4.573698282241821,96701,pop-os,192.168.0.178,4.573698282241821,31
0.5744897723197937,1.0453845262527466,1769183729,,False,32,ec075_00001,2026-01-23_19-55-29,0.10156369209289551,4.675261974334717,96701,pop-os,192.168.0.178,4.675261974334717,32
0.5418367385864258,1.0492440462112427,1769183729,,False,33,ec075_00001,2026-01-23_19-55-29,0.09668374061584473,4.7719457149505615,96701,pop-os,192.168.0.178,4.7719457149505615,33
0.5612244606018066,1.0778281688690186,1769183729,,False,34,ec075_00001,2026-01-23_19-55-29,0.14693665504455566,4.918882369995117,96701,pop-os,192.168.0.178,4.918882369995117,34
0.5734694004058838,1.0569370985031128,1769183729,,False,35,ec075_00001,2026-01-23_19-55-29,0.14960885047912598,5.068491220474243,96701,pop-os,192.168.0.178,5.068491220474243,35
0.5489795804023743,1.110245704650879,1769183729,,False,36,ec075_00001,2026-01-23_19-55-29,0.14784908294677734,5.2163403034210205,96701,pop-os,192.168.0.178,5.2163403034210205,36
0.5704081654548645,1.0605148077011108,1769183729,,False,37,ec075_00001,2026-01-23_19-55-29,0.14728069305419922,5.36362099647522,96701,pop-os,192.168.0.178,5.36362099647522,37
0.5581632852554321,1.087715744972229,1769183730,,False,38,ec075_00001,2026-01-23_19-55-30,0.14323043823242188,5.506851434707642,96701,pop-os,192.168.0.178,5.506851434707642,38
0.5663265585899353,1.0601823329925537,1769183730,,False,39,ec075_00001,2026-01-23_19-55-30,0.14909934997558594,5.6559507846832275,96701,pop-os,192.168.0.178,5.6559507846832275,39
0.559183657169342,1.0601152181625366,1769183730,,False,40,ec075_00001,2026-01-23_19-55-30,0.14907145500183105,5.805022239685059,96701,pop-os,192.168.0.178,5.805022239685059,40
0.5642856955528259,1.0847620964050293,1769183730,,False,41,ec075_00001,2026-01-23_19-55-30,0.15197324752807617,5.956995487213135,96701,pop-os,192.168.0.178,5.956995487213135,41
0.5602040886878967,1.088766098022461,1769183730,,False,42,ec075_00001,2026-01-23_19-55-30,0.1522061824798584,6.109201669692993,96701,pop-os,192.168.0.178,6.109201669692993,42
0.5540816187858582,1.0648596286773682,1769183730,,False,43,ec075_00001,2026-01-23_19-55-30,0.1575162410736084,6.266717910766602,96701,pop-os,192.168.0.178,6.266717910766602,43
0.5683673620223999,1.090936303138733,1769183730,,False,44,ec075_00001,2026-01-23_19-55-30,0.06608867645263672,6.332806587219238,96701,pop-os,192.168.0.178,6.332806587219238,44
0.5510203838348389,1.089226245880127,1769183731,,False,45,ec075_00001,2026-01-23_19-55-31,0.06502103805541992,6.397827625274658,96701,pop-os,192.168.0.178,6.397827625274658,45
0.5561224222183228,1.086552619934082,1769183731,,False,46,ec075_00001,2026-01-23_19-55-31,0.06255102157592773,6.460378646850586,96701,pop-os,192.168.0.178,6.460378646850586,46
0.5683673620223999,1.0930676460266113,1769183731,,False,47,ec075_00001,2026-01-23_19-55-31,0.06122899055480957,6.5216076374053955,96701,pop-os,192.168.0.178,6.5216076374053955,47
0.5571428537368774,1.1066703796386719,1769183731,,False,48,ec075_00001,2026-01-23_19-55-31,0.06599807739257812,6.587605714797974,96701,pop-os,192.168.0.178,6.587605714797974,48
0.5479592084884644,1.1132293939590454,1769183731,,False,49,ec075_00001,2026-01-23_19-55-31,0.14600777626037598,6.73361349105835,96701,pop-os,192.168.0.178,6.73361349105835,49
0.5530612468719482,1.097800612449646,1769183731,,False,50,ec075_00001,2026-01-23_19-55-31,0.14287686347961426,6.876490354537964,96701,pop-os,192.168.0.178,6.876490354537964,50
0.5581632852554321,1.1037425994873047,1769183731,,False,51,ec075_00001,2026-01-23_19-55-31,0.13548851013183594,7.0119788646698,96701,pop-os,192.168.0.178,7.0119788646698,51
0.5653061270713806,1.1202037334442139,1769183731,,False,52,ec075_00001,2026-01-23_19-55-31,0.15142178535461426,7.163400650024414,96701,pop-os,192.168.0.178,7.163400650024414,52
0.5622448921203613,1.1020238399505615,1769183731,,False,53,ec075_00001,2026-01-23_19-55-31,0.1535654067993164,7.3169660568237305,96701,pop-os,192.168.0.178,7.3169660568237305,53
0.5693877339363098,1.1174992322921753,1769183732,,False,54,ec075_00001,2026-01-23_19-55-32,0.15224766731262207,7.4692137241363525,96701,pop-os,192.168.0.178,7.4692137241363525,54
